Time,RAM-Usage
10.07.2021 23:50:00,917
10.07.2021 23:55:00,983
11.07.2021 00:00:00,944
11.07.2021 00:05:00,1015
11.07.2021 00:10:00,870
11.07.2021 00:15:00,983
11.07.2021 00:20:00,1196
11.07.2021 00:25:00,1018
11.07.2021 00:30:00,1094
11.07.2021 00:35:00,1029
11.07.2021 00:40:00,767
11.07.2021 00:45:00,893
11.07.2021 00:50:00,980
11.07.2021 00:55:00,860
11.07.2021 01:00:00,901
11.07.2021 01:05:00,1048
11.07.2021 01:10:00,901
11.07.2021 01:15:00,958
11.07.2021 01:20:00,860
11.07.2021 01:25:00,966
11.07.2021 01:30:00,1122
11.07.2021 01:35:00,999
11.07.2021 01:40:00,819
11.07.2021 01:45:00,996
11.07.2021 01:50:00,931
11.07.2021 01:55:00,865
11.07.2021 02:00:00,764
11.07.2021 02:05:00,813
11.07.2021 02:10:00,870
11.07.2021 02:15:00,931
11.07.2021 02:20:00,893
11.07.2021 02:25:00,936
11.07.2021 02:30:00,1100
11.07.2021 02:35:00,911
11.07.2021 02:40:00,917
11.07.2021 02:45:00,1106
11.07.2021 02:50:00,999
11.07.2021 02:55:00,906
11.07.2021 03:00:00,933
11.07.2021 03:05:00,884
11.07.2021 03:10:00,761
11.07.2021 03:15:00,881
11.07.2021 03:20:00,843
11.07.2021 03:25:00,1013
11.07.2021 03:30:00,1040
11.07.2021 03:35:00,1024
11.07.2021 03:40:00,942
11.07.2021 03:45:00,884
11.07.2021 03:50:00,893
11.07.2021 03:55:00,1032
11.07.2021 04:00:00,983
11.07.2021 04:05:00,1106
11.07.2021 04:10:00,1048
11.07.2021 04:15:00,950
11.07.2021 04:20:00,933
11.07.2021 04:25:00,1032
11.07.2021 04:30:00,1111
11.07.2021 04:35:00,988
11.07.2021 04:40:00,873
11.07.2021 04:45:00,860
11.07.2021 04:50:00,961
11.07.2021 04:55:00,898
11.07.2021 05:00:00,969
11.07.2021 05:05:00,947
11.07.2021 05:10:00,865
11.07.2021 05:15:00,903
11.07.2021 05:20:00,865
11.07.2021 05:25:00,868
11.07.2021 05:30:00,1037
11.07.2021 05:35:00,947
11.07.2021 05:40:00,920
11.07.2021 05:45:00,881
11.07.2021 05:50:00,893
11.07.2021 05:55:00,893
11.07.2021 06:00:00,852
11.07.2021 06:05:00,865
11.07.2021 06:10:00,991
11.07.2021 06:15:00,819
11.07.2021 06:20:00,958
11.07.2021 06:25:00,893
11.07.2021 06:30:00,1078
11.07.2021 06:35:00,1073
11.07.2021 06:40:00,884
11.07.2021 06:45:00,852
11.07.2021 06:50:00,794
11.07.2021 06:55:00,950
11.07.2021 07:00:00,920
11.07.2021 07:05:00,928
11.07.2021 07:10:00,942
11.07.2021 07:15:00,1018
11.07.2021 07:20:00,994
11.07.2021 07:25:00,966
11.07.2021 07:30:00,1171
11.07.2021 07:35:00,1141
11.07.2021 07:40:00,988
11.07.2021 07:45:00,857
11.07.2021 07:50:00,876
11.07.2021 07:55:00,925
11.07.2021 08:00:00,893
11.07.2021 08:05:00,1056
11.07.2021 08:10:00,917
11.07.2021 08:15:00,868
11.07.2021 08:20:00,884
11.07.2021 08:25:00,1007
11.07.2021 08:30:00,1327
11.07.2021 08:35:00,1384
11.07.2021 08:40:00,936
11.07.2021 08:45:00,843
11.07.2021 08:50:00,895
11.07.2021 08:55:00,903
11.07.2021 09:00:00,893
11.07.2021 09:05:00,972
11.07.2021 09:10:00,901
11.07.2021 09:15:00,876
11.07.2021 09:20:00,991
11.07.2021 09:25:00,961
11.07.2021 09:30:00,1193
11.07.2021 09:35:00,1059
11.07.2021 09:40:00,887
11.07.2021 09:45:00,865
11.07.2021 09:50:00,914
11.07.2021 09:55:00,911
11.07.2021 10:00:00,832
11.07.2021 10:05:00,1056
11.07.2021 10:10:00,1119
11.07.2021 10:15:00,879
11.07.2021 10:20:00,843
11.07.2021 10:25:00,991
11.07.2021 10:30:00,1163
11.07.2021 10:35:00,1106
11.07.2021 10:40:00,778
11.07.2021 10:45:00,974
11.07.2021 10:50:00,936
11.07.2021 10:55:00,1196
11.07.2021 11:00:00,999
11.07.2021 11:05:00,893
11.07.2021 11:10:00,802
11.07.2021 11:15:00,813
11.07.2021 11:20:00,1026
11.07.2021 11:25:00,1106
11.07.2021 11:30:00,1062
11.07.2021 11:35:00,972
11.07.2021 11:40:00,788
11.07.2021 11:45:00,947
11.07.2021 11:50:00,931
11.07.2021 11:55:00,980
11.07.2021 12:00:00,832
11.07.2021 12:05:00,832
11.07.2021 12:10:00,895
11.07.2021 12:15:00,895
11.07.2021 12:20:00,974
11.07.2021 12:25:00,890
11.07.2021 12:30:00,1062
11.07.2021 12:35:00,1168
11.07.2021 12:40:00,983
11.07.2021 12:45:00,901
11.07.2021 12:50:00,862
11.07.2021 12:55:00,942
11.07.2021 13:00:00,852
11.07.2021 13:05:00,1114
11.07.2021 13:10:00,860
11.07.2021 13:15:00,917
11.07.2021 13:20:00,999
11.07.2021 13:25:00,868
11.07.2021 13:30:00,1029
11.07.2021 13:35:00,1146
11.07.2021 13:40:00,974
11.07.2021 13:45:00,843
11.07.2021 13:50:00,895
11.07.2021 13:55:00,868
11.07.2021 14:00:00,931
11.07.2021 14:05:00,917
11.07.2021 14:10:00,1042
11.07.2021 14:15:00,1051
11.07.2021 14:20:00,881
11.07.2021 14:25:00,942
11.07.2021 14:30:00,1081
11.07.2021 14:35:00,1081
11.07.2021 14:40:00,1004
11.07.2021 14:45:00,1010
11.07.2021 14:50:00,1042
11.07.2021 14:55:00,972
11.07.2021 15:00:00,879
11.07.2021 15:05:00,1144
11.07.2021 15:10:00,1157
11.07.2021 15:15:00,1212
11.07.2021 15:20:00,1059
11.07.2021 15:25:00,1084
11.07.2021 15:30:00,1313
11.07.2021 15:35:00,1114
11.07.2021 15:40:00,1042
11.07.2021 15:45:00,1013
11.07.2021 15:50:00,931
11.07.2021 15:55:00,942
11.07.2021 16:00:00,1029
11.07.2021 16:05:00,811
11.07.2021 16:10:00,985
11.07.2021 16:15:00,944
11.07.2021 16:20:00,906
11.07.2021 16:25:00,1042
11.07.2021 16:30:00,1168
11.07.2021 16:35:00,1081
11.07.2021 16:40:00,983
11.07.2021 16:45:00,876
11.07.2021 16:50:00,893
11.07.2021 16:55:00,999
11.07.2021 17:00:00,868
11.07.2021 17:05:00,933
11.07.2021 17:10:00,942
11.07.2021 17:15:00,827
11.07.2021 17:20:00,788
11.07.2021 17:25:00,838
11.07.2021 17:30:00,1106
11.07.2021 17:35:00,1163
11.07.2021 17:40:00,969
11.07.2021 17:45:00,1037
11.07.2021 17:50:00,961
11.07.2021 17:55:00,911
11.07.2021 18:00:00,1045
11.07.2021 18:05:00,955
11.07.2021 18:10:00,1021
11.07.2021 18:15:00,1163
11.07.2021 18:20:00,1062
11.07.2021 18:25:00,955
11.07.2021 18:30:00,1097
11.07.2021 18:35:00,1073
11.07.2021 18:40:00,914
11.07.2021 18:45:00,1015
11.07.2021 18:50:00,936
11.07.2021 18:55:00,906
11.07.2021 19:00:00,1021
11.07.2021 19:05:00,1086
11.07.2021 19:10:00,1097
11.07.2021 19:15:00,1024
11.07.2021 19:20:00,901
11.07.2021 19:25:00,1032
11.07.2021 19:30:00,1122
11.07.2021 19:35:00,1040
11.07.2021 19:40:00,860
11.07.2021 19:45:00,860
11.07.2021 19:50:00,893
11.07.2021 19:55:00,928
11.07.2021 20:00:00,1013
11.07.2021 20:05:00,1133
11.07.2021 20:10:00,925
11.07.2021 20:15:00,977
11.07.2021 20:20:00,911
11.07.2021 20:25:00,862
11.07.2021 20:30:00,1103
11.07.2021 20:35:00,1174
11.07.2021 20:40:00,909
11.07.2021 20:45:00,745
11.07.2021 20:50:00,808
11.07.2021 20:55:00,862
11.07.2021 21:00:00,939
11.07.2021 21:05:00,933
11.07.2021 21:10:00,854
11.07.2021 21:15:00,1024
11.07.2021 21:20:00,950
11.07.2021 21:25:00,966
11.07.2021 21:30:00,1048
11.07.2021 21:35:00,1122
11.07.2021 21:40:00,821
11.07.2021 21:45:00,936
11.07.2021 21:50:00,753
11.07.2021 21:55:00,999
11.07.2021 22:00:00,933
11.07.2021 22:05:00,1024
11.07.2021 22:10:00,843
11.07.2021 22:15:00,868
11.07.2021 22:20:00,1004
11.07.2021 22:25:00,1237
11.07.2021 22:30:00,1171
11.07.2021 22:35:00,1040
11.07.2021 22:40:00,922
11.07.2021 22:45:00,944
11.07.2021 22:50:00,961
11.07.2021 22:55:00,862
11.07.2021 23:00:00,854
11.07.2021 23:05:00,1042
11.07.2021 23:10:00,933
11.07.2021 23:15:00,996
11.07.2021 23:20:00,939
11.07.2021 23:25:00,985
11.07.2021 23:30:00,1040
11.07.2021 23:35:00,1106
11.07.2021 23:40:00,791
11.07.2021 23:45:00,873
11.07.2021 23:50:00,783
11.07.2021 23:55:00,786
12.07.2021 00:00:00,890
12.07.2021 00:05:00,865
12.07.2021 00:10:00,1037
12.07.2021 00:15:00,994
12.07.2021 00:20:00,870
12.07.2021 00:25:00,876
12.07.2021 00:30:00,950
12.07.2021 00:35:00,1056
12.07.2021 00:40:00,884
12.07.2021 00:45:00,993
12.07.2021 00:50:00,942
12.07.2021 00:55:00,876
12.07.2021 01:00:00,958
12.07.2021 01:05:00,942
12.07.2021 01:10:00,958
12.07.2021 01:15:00,860
12.07.2021 01:20:00,925
12.07.2021 01:25:00,903
12.07.2021 01:30:00,1078
12.07.2021 01:35:00,1198
12.07.2021 01:40:00,903
12.07.2021 01:45:00,1021
12.07.2021 01:50:00,972
12.07.2021 01:55:00,868
12.07.2021 02:00:00,808
12.07.2021 02:05:00,991
12.07.2021 02:10:00,947
12.07.2021 02:15:00,1010
12.07.2021 02:20:00,827
12.07.2021 02:25:00,843
12.07.2021 02:30:00,1070
12.07.2021 02:35:00,1152
12.07.2021 02:40:00,829
12.07.2021 02:45:00,824
12.07.2021 02:50:00,895
12.07.2021 02:55:00,909
12.07.2021 03:00:00,862
12.07.2021 03:05:00,1062
12.07.2021 03:10:00,1130
12.07.2021 03:15:00,1007
12.07.2021 03:20:00,909
12.07.2021 03:25:00,947
12.07.2021 03:30:00,1015
12.07.2021 03:35:00,1171
12.07.2021 03:40:00,860
12.07.2021 03:45:00,901
12.07.2021 03:50:00,950
12.07.2021 03:55:00,925
12.07.2021 04:00:00,893
12.07.2021 04:05:00,993
12.07.2021 04:10:00,1018
12.07.2021 04:15:00,917
12.07.2021 04:20:00,868
12.07.2021 04:25:00,829
12.07.2021 04:30:00,1138
12.07.2021 04:35:00,1051
12.07.2021 04:40:00,838
12.07.2021 04:45:00,1024
12.07.2021 04:50:00,1067
12.07.2021 04:55:00,1075
12.07.2021 05:00:00,865
12.07.2021 05:05:00,944
12.07.2021 05:10:00,977
12.07.2021 05:15:00,840
12.07.2021 05:20:00,805
12.07.2021 05:25:00,1048
12.07.2021 05:30:00,1092
12.07.2021 05:35:00,1053
12.07.2021 05:40:00,857
12.07.2021 05:45:00,879
12.07.2021 05:50:00,860
12.07.2021 05:55:00,843
12.07.2021 06:00:00,794
12.07.2021 06:05:00,901
12.07.2021 06:10:00,917
12.07.2021 06:15:00,811
12.07.2021 06:20:00,827
12.07.2021 06:25:00,1024
12.07.2021 06:30:00,1048
12.07.2021 06:35:00,1130
12.07.2021 06:40:00,903
12.07.2021 06:45:00,772
12.07.2021 06:50:00,840
12.07.2021 06:55:00,985
12.07.2021 07:00:00,917
12.07.2021 07:05:00,1056
12.07.2021 07:10:00,936
12.07.2021 07:15:00,917
12.07.2021 07:20:00,961
12.07.2021 07:25:00,819
12.07.2021 07:30:00,1146
12.07.2021 07:35:00,1034
12.07.2021 07:40:00,852
12.07.2021 07:45:00,952
12.07.2021 07:50:00,942
12.07.2021 07:55:00,931
12.07.2021 08:00:00,893
12.07.2021 08:05:00,1146
12.07.2021 08:10:00,933
12.07.2021 08:15:00,816
12.07.2021 08:20:00,901
12.07.2021 08:25:00,819
12.07.2021 08:30:00,1204
12.07.2021 08:35:00,1138
12.07.2021 08:40:00,958
12.07.2021 08:45:00,991
12.07.2021 08:50:00,819
12.07.2021 08:55:00,901
12.07.2021 09:00:00,860
12.07.2021 09:05:00,966
12.07.2021 09:10:00,983
12.07.2021 09:15:00,1212
12.07.2021 09:20:00,1127
12.07.2021 09:25:00,1040
12.07.2021 09:30:00,1231
12.07.2021 09:35:00,1217
12.07.2021 09:40:00,884
12.07.2021 09:45:00,857
12.07.2021 09:50:00,816
12.07.2021 09:55:00,920
12.07.2021 10:00:00,893
12.07.2021 10:05:00,1034
12.07.2021 10:10:00,977
12.07.2021 10:15:00,829
12.07.2021 10:20:00,857
12.07.2021 10:25:00,914
12.07.2021 10:30:00,1135
12.07.2021 10:35:00,1089
12.07.2021 10:40:00,835
12.07.2021 10:45:00,942
12.07.2021 10:50:00,1013
12.07.2021 10:55:00,909
12.07.2021 11:00:00,1089
12.07.2021 11:05:00,884
12.07.2021 11:10:00,1073
12.07.2021 11:15:00,966
12.07.2021 11:20:00,966
12.07.2021 11:25:00,1048
12.07.2021 11:30:00,983
12.07.2021 11:35:00,1138
12.07.2021 11:40:00,852
12.07.2021 11:45:00,909
12.07.2021 11:50:00,824
12.07.2021 11:55:00,985
12.07.2021 12:00:00,1032
12.07.2021 12:05:00,977
12.07.2021 12:10:00,955
12.07.2021 12:15:00,914
12.07.2021 12:20:00,999
12.07.2021 12:25:00,1212
12.07.2021 12:30:00,1253
12.07.2021 12:35:00,1133
12.07.2021 12:40:00,1092
12.07.2021 12:45:00,1141
12.07.2021 12:50:00,1013
12.07.2021 12:55:00,1021
12.07.2021 13:00:00,1034
12.07.2021 13:05:00,1048
12.07.2021 13:10:00,865
12.07.2021 13:15:00,1062
12.07.2021 13:20:00,958
12.07.2021 13:25:00,835
12.07.2021 13:30:00,1245
12.07.2021 13:35:00,1163
12.07.2021 13:40:00,884
12.07.2021 13:45:00,811
12.07.2021 13:50:00,917
12.07.2021 13:55:00,999
12.07.2021 14:00:00,1122
12.07.2021 14:05:00,974
12.07.2021 14:10:00,917
12.07.2021 14:15:00,917
12.07.2021 14:20:00,966
12.07.2021 14:25:00,1035
12.07.2021 14:30:00,1024
12.07.2021 14:35:00,1305
12.07.2021 14:40:00,980
12.07.2021 14:45:00,1007
12.07.2021 14:50:00,906
12.07.2021 14:55:00,780
12.07.2021 15:00:00,832
12.07.2021 15:05:00,958
12.07.2021 15:10:00,1007
12.07.2021 15:15:00,993
12.07.2021 15:20:00,922
12.07.2021 15:25:00,1004
12.07.2021 15:30:00,1127
12.07.2021 15:35:00,1040
12.07.2021 15:40:00,780
12.07.2021 15:45:00,925
12.07.2021 15:50:00,887
12.07.2021 15:55:00,791
12.07.2021 16:00:00,680
12.07.2021 16:05:00,977
12.07.2021 16:10:00,829
12.07.2021 16:15:00,860
12.07.2021 16:20:00,868
12.07.2021 16:25:00,893
12.07.2021 16:30:00,1032
12.07.2021 16:35:00,1196
12.07.2021 16:40:00,950
12.07.2021 16:45:00,909
12.07.2021 16:50:00,1081
12.07.2021 16:55:00,1122
12.07.2021 17:00:00,1007
12.07.2021 17:05:00,890
12.07.2021 17:10:00,1013
12.07.2021 17:15:00,1015
12.07.2021 17:20:00,1073
12.07.2021 17:25:00,1122
12.07.2021 17:30:00,1174
12.07.2021 17:35:00,1157
12.07.2021 17:40:00,1001
12.07.2021 17:45:00,1018
12.07.2021 17:50:00,947
12.07.2021 17:55:00,999
12.07.2021 18:00:00,865
12.07.2021 18:05:00,832
12.07.2021 18:10:00,813
12.07.2021 18:15:00,942
12.07.2021 18:20:00,780
12.07.2021 18:25:00,835
12.07.2021 18:30:00,991
12.07.2021 18:35:00,1010
12.07.2021 18:40:00,876
12.07.2021 18:45:00,827
12.07.2021 18:50:00,843
12.07.2021 18:55:00,729
12.07.2021 19:00:00,933
12.07.2021 19:05:00,876
12.07.2021 19:10:00,942
12.07.2021 19:15:00,966
12.07.2021 19:20:00,1040
12.07.2021 19:25:00,1138
12.07.2021 19:30:00,1245
12.07.2021 19:35:00,1171
12.07.2021 19:40:00,909
12.07.2021 19:45:00,969
12.07.2021 19:50:00,852
12.07.2021 19:55:00,829
12.07.2021 20:00:00,797
12.07.2021 20:05:00,936
12.07.2021 20:10:00,829
12.07.2021 20:15:00,1130
12.07.2021 20:20:00,936
12.07.2021 20:25:00,958
12.07.2021 20:30:00,1067
12.07.2021 20:35:00,1138
12.07.2021 20:40:00,917
12.07.2021 20:45:00,901
12.07.2021 20:50:00,868
12.07.2021 20:55:00,1062
12.07.2021 21:00:00,1026
12.07.2021 21:05:00,1223
12.07.2021 21:10:00,996
12.07.2021 21:15:00,931
12.07.2021 21:20:00,860
12.07.2021 21:25:00,794
12.07.2021 21:30:00,1204
12.07.2021 21:35:00,1138
12.07.2021 21:40:00,909
12.07.2021 21:45:00,876
12.07.2021 21:50:00,786
12.07.2021 21:55:00,811
12.07.2021 22:00:00,893
12.07.2021 22:05:00,843
12.07.2021 22:10:00,884
12.07.2021 22:15:00,756
12.07.2021 22:20:00,1004
12.07.2021 22:25:00,980
12.07.2021 22:30:00,1042
12.07.2021 22:35:00,1193
12.07.2021 22:40:00,917
12.07.2021 22:45:00,1097
12.07.2021 22:50:00,966
12.07.2021 22:55:00,1029
12.07.2021 23:00:00,914
12.07.2021 23:05:00,917
12.07.2021 23:10:00,1004
12.07.2021 23:15:00,1070
12.07.2021 23:20:00,950
12.07.2021 23:25:00,1021
12.07.2021 23:30:00,1122
12.07.2021 23:35:00,1193
12.07.2021 23:40:00,966
12.07.2021 23:45:00,838
12.07.2021 23:50:00,928
12.07.2021 23:55:00,933
13.07.2021 00:00:00,849
13.07.2021 00:05:00,775
13.07.2021 00:10:00,1220
13.07.2021 00:15:00,2269
13.07.2021 00:20:00,2457
13.07.2021 00:25:00,2383
13.07.2021 00:30:00,1941
13.07.2021 00:35:00,1384
13.07.2021 00:40:00,991
13.07.2021 00:45:00,838
13.07.2021 00:50:00,865
13.07.2021 00:55:00,1070
13.07.2021 01:00:00,911
13.07.2021 01:05:00,991
13.07.2021 01:10:00,909
13.07.2021 01:15:00,1004
13.07.2021 01:20:00,1073
13.07.2021 01:25:00,876
13.07.2021 01:30:00,993
13.07.2021 01:35:00,1193
13.07.2021 01:40:00,898
13.07.2021 01:45:00,1024
13.07.2021 01:50:00,991
13.07.2021 01:55:00,838
13.07.2021 02:00:00,843
13.07.2021 02:05:00,1024
13.07.2021 02:10:00,840
13.07.2021 02:15:00,895
13.07.2021 02:20:00,890
13.07.2021 02:25:00,1001
13.07.2021 02:30:00,1024
13.07.2021 02:35:00,1065
13.07.2021 02:40:00,843
13.07.2021 02:45:00,958
13.07.2021 02:50:00,925
13.07.2021 02:55:00,868
13.07.2021 03:00:00,917
13.07.2021 03:05:00,1048
13.07.2021 03:10:00,893
13.07.2021 03:15:00,1015
13.07.2021 03:20:00,909
13.07.2021 03:25:00,909
13.07.2021 03:30:00,1212
13.07.2021 03:35:00,1124
13.07.2021 03:40:00,961
13.07.2021 03:45:00,854
13.07.2021 03:50:00,709
13.07.2021 03:55:00,911
13.07.2021 04:00:00,944
13.07.2021 04:05:00,1206
13.07.2021 04:10:00,1119
13.07.2021 04:15:00,1073
13.07.2021 04:20:00,1026
13.07.2021 04:25:00,870
13.07.2021 04:30:00,963
13.07.2021 04:35:00,1122
13.07.2021 04:40:00,961
13.07.2021 04:45:00,879
13.07.2021 04:50:00,838
13.07.2021 04:55:00,860
13.07.2021 05:00:00,939
13.07.2021 05:05:00,870
13.07.2021 05:10:00,928
13.07.2021 05:15:00,846
13.07.2021 05:20:00,879
13.07.2021 05:25:00,983
13.07.2021 05:30:00,1078
13.07.2021 05:35:00,1253
13.07.2021 05:40:00,835
13.07.2021 05:45:00,819
13.07.2021 05:50:00,852
13.07.2021 05:55:00,843
13.07.2021 06:00:00,852
13.07.2021 06:05:00,958
13.07.2021 06:10:00,958
13.07.2021 06:15:00,860
13.07.2021 06:20:00,802
13.07.2021 06:25:00,895
13.07.2021 06:30:00,961
13.07.2021 06:35:00,1182
13.07.2021 06:40:00,813
13.07.2021 06:45:00,963
13.07.2021 06:50:00,955
13.07.2021 06:55:00,966
13.07.2021 07:00:00,955
13.07.2021 07:05:00,887
13.07.2021 07:10:00,942
13.07.2021 07:15:00,846
13.07.2021 07:20:00,1070
13.07.2021 07:25:00,961
13.07.2021 07:30:00,1122
13.07.2021 07:35:00,1133
13.07.2021 07:40:00,879
13.07.2021 07:45:00,931
13.07.2021 07:50:00,917
13.07.2021 07:55:00,868
13.07.2021 08:00:00,780
13.07.2021 08:05:00,961
13.07.2021 08:10:00,977
13.07.2021 08:15:00,1037
13.07.2021 08:20:00,1043
13.07.2021 08:25:00,852
13.07.2021 08:30:00,1171
13.07.2021 08:35:00,1187
13.07.2021 08:40:00,1089
13.07.2021 08:45:00,958
13.07.2021 08:50:00,1024
13.07.2021 08:55:00,1130
13.07.2021 09:00:00,917
13.07.2021 09:05:00,1065
13.07.2021 09:10:00,1149
13.07.2021 09:15:00,993
13.07.2021 09:20:00,829
13.07.2021 09:25:00,993
13.07.2021 09:30:00,1163
13.07.2021 09:35:00,1294
13.07.2021 09:40:00,1026
13.07.2021 09:45:00,933
13.07.2021 09:50:00,1001
13.07.2021 09:55:00,1059
13.07.2021 10:00:00,925
13.07.2021 10:05:00,955
13.07.2021 10:10:00,827
13.07.2021 10:15:00,840
13.07.2021 10:20:00,813
13.07.2021 10:25:00,909
13.07.2021 10:30:00,829
13.07.2021 10:35:00,1053
13.07.2021 10:40:00,909
13.07.2021 10:45:00,835
13.07.2021 10:50:00,821
13.07.2021 10:55:00,791
13.07.2021 11:00:00,819
13.07.2021 11:05:00,893
13.07.2021 11:10:00,893
13.07.2021 11:15:00,1056
13.07.2021 11:20:00,974
13.07.2021 11:25:00,917
13.07.2021 11:30:00,1081
13.07.2021 11:35:00,1155
13.07.2021 11:40:00,802
